Date,Open,High,Low,Close,Volume
2007-10-01,68.06,71.88,66.31,69.13,12824100
2007-10-02,69.75,70.0,65.06,66.44,13243200
2007-10-03,68.19,68.5,65.0,65.81,10772100
2007-10-04,67.19,67.19,61.0,63.06,16759200
2007-10-05,64.75,65.5,62.25,64.94,11091400
2007-10-06,64.81,80.0,63.5,78.0,32339400
2007-10-07,80.88,83.06,70.0,70.81,26477100
2007-10-08,71.56,75.0,70.13,72.0,11506700
2007-10-09,74.75,75.0,71.38,73.0,9293900
2007-10-10,73.75,75.0,70.81,74.94,10319600
2007-10-11,75.63,76.0,73.31,73.5,6437200
2007-10-12,74.25,79.63,73.75,78.94,15238700
2007-10-13,77.94,80.0,75.44,76.5,6657400
2007-10-14,76.75,78.19,75.25,77.94,5810400
2007-10-15,77.88,78.13,76.06,77.94,5760600
2007-10-16,77.88,82.5,76.0,80.5,10708400
2007-10-17,80.38,85.63,76.25,81.75,18332500
2007-10-18,84.25,87.75,83.25,87.25,14483100
2007-10-19,91.06,95.13,90.5,93.13,11496000
2007-10-20,95.5,96.88,90.13,90.44,18053700
2007-10-21,88.27,88.88,83.81,85.06,13465500
2007-10-22,87.25,87.63,81.97,85.0,10663600
2007-10-23,86.0,91.31,85.63,89.06,9538700
2007-10-24,92.5,93.38,86.06,86.56,11151200
2007-10-25,86.88,89.88,84.69,87.38,9199200
2007-10-26,88.0,88.0,84.38,86.06,6727100
2007-10-27,86.81,93.0,86.75,88.0,12867200
2007-10-28,95.25,113.0,93.44,103.6,41364600
2007-10-29,111.4,112.0,104.4,106.7,14929000
2007-10-30,106.6,106.6,101.5,102.5,8653700
2007-10-31,103.8,104.0,95.0,95.63,10107900
2007-11-01,92.88,99.44,91.0,96.5,10133500
2007-11-02,98.25,98.75,93.5,94.88,7004400
2007-11-03,97.19,97.63,93.81,94.06,5955900
2007-11-04,97.75,101.6,95.06,97.0,10566600
2007-11-05,96.56,100.4,96.56,99.88,9509500
2007-11-06,100.6,100.6,95.5,97.69,5921000
